StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,,,,Q2,Q2_5_TEXT,Q3,Q3_1_TEXT,Q3_2_TEXT,Q3_3_TEXT,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_4_TEXT,Q7_3_TEXT,Q8_2,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_20,Q10_21,Q10_22,Q10_23,Q10_24,Q10_25,Q10_26,Q10_27,Q10_28,Q10_29,Q10_30,Q10_31,Q10_32,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q12_1,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q16_1,Q16_2,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20_1,Q20_2,Q20_3,Q21,Q21_4_TEXT,Q22,Q23,Q24,Q25,Q26,Q27,Q28
10/25/2019 9:29,10/25/2019 9:33,IP Address,152.3.43.44,100,244,TRUE,10/25/2019 9:33,R_3PZcQeYSe2dbCTB,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Policy Analyst,Consultant",I registered for this class not knowing it was Pass/Fail.,,,100,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I'm not sure,I'm not sure,Yes,Yes,Neutral,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",10,8,4,4,10,7,Daily,2,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Female,Yes,
10/25/2019 9:31,10/25/2019 9:34,IP Address,174.193.7.86,100,197,TRUE,10/25/2019 9:34,R_2rSmH1dTebXvTp1,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Academic or Researcher,Wall Street-type occupation,Policy Analyst,Consultant",It had no effect on my decision.,,,100,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",5,8,4,2,10,10,A few times a week,2,2,1,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,TRUE,No,"Asian (including Indian subcontinent and Philippines),White (including Middle Eastern)",Male,Yes,
10/25/2019 9:31,10/25/2019 9:34,IP Address,152.3.43.47,100,198,TRUE,10/25/2019 9:34,R_1OoEMUtMMxrJRTT,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.",,None of the above,It had no effect on my decision.,,,9,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Neutral,No,Neutral,Yes,No,Neutral,Neutral,Neutral,Neutral,Average,Average,No change,No change,"Asset pricing,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,9,2,9,6,5,Hardly ever,4,1,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 9:31,10/25/2019 9:35,IP Address,152.3.43.42,100,240,TRUE,10/25/2019 9:35,R_3is7Wk7gVwEBb9f,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Academic or Researcher,K-12 teacher,Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,90,I expect a double major with economics being one of my majors,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Neutral,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,8,8,7,9,9,Daily,3,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/25/2019 9:25,10/25/2019 9:36,IP Address,107.77.237.210,100,643,TRUE,10/25/2019 9:36,R_2TF4zhJ6bDdQ6E8,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,Consultant,I registered for this class not knowing it was Pass/Fail.,,,91,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,I'm not sure,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,I now feel like it is more competitive,I now feel like it is more competitive,Asset pricing,6,6,1,1,8,6,A few times a month,3,3,4,"No, it is irrelevant.",,Only my mother received a college or university degree.,FALSE,Yes,White (including Middle Eastern),Male,Yes,
10/25/2019 9:02,10/25/2019 9:36,IP Address,152.3.43.43,100,2049,TRUE,10/25/2019 9:36,R_2R4UeHrgWCZ1SBL,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,"Wall Street-type occupation,Consultant",It made my decision easier.,,,50,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",7,7,2,4,7,6,A few times a month,4,5,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:33,10/25/2019 9:37,IP Address,152.3.43.43,100,269,TRUE,10/25/2019 9:37,R_3O8hztBkYi67Kdq,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,I am exploring potential interests.,,"Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",It had no effect on my decision.,,,5,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Pick one or two majors,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Neutral,Neutral,Yes,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",5,10,1,6,7,7,Daily,1,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,Yes,White (including Middle Eastern),Female,Yes,
10/25/2019 9:34,10/25/2019 9:38,IP Address,152.3.43.50,100,215,TRUE,10/25/2019 9:38,R_7O4kEk1u0Dgju5H,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It had no effect on my decision.,,,95,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Yes,Yes,No,Neutral,Below-average competitive,Above-average competitive,I now feel it is less competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,3,1,8,9,Daily,3,4,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 9:36,10/25/2019 9:38,IP Address,152.3.43.41,100,136,TRUE,10/25/2019 9:38,R_1eKr58RoOs8TLmF,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,None of the above,It made my decision easier.,,,60,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Average,Average,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",6,6,6,6,6,6,A few times a week,3,3,3,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,FALSE,,,,No,
10/25/2019 9:35,10/25/2019 9:38,IP Address,152.3.43.43,100,169,TRUE,10/25/2019 9:38,R_3Mcx8ZqGStO4cUD,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.",,"Academic or Researcher,Wall Street-type occupation,Policy Analyst,Consultant,Lawyer",It made my decision easier.,,,18,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,Pick one or two majors,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Average,Average,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,6,4,2,3,A few times a week,2,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:35,10/25/2019 9:39,IP Address,107.77.233.118,100,222,TRUE,10/25/2019 9:39,R_1JY1hAJNVdDOWdZ,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am interested in economics as a subject.,,"Academic or Researcher,Working for a government agency, non-profit, foundation, NGO, etc.",It had no effect on my decision.,,,100,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Yes,Neutral,Neutral,Yes,Neutral,Neutral,Yes,Above-average competitive,Above-average competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,9,10,8,10,10,Daily,4,4,4,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,Yes,White (including Middle Eastern),Female,Yes,
10/25/2019 9:35,10/25/2019 9:39,IP Address,152.3.43.43,100,249,TRUE,10/25/2019 9:39,R_DRW4t6GN9KiznVL,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Lawyer",It had no effect on my decision.,,,90,I expect a single major in economics,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,5,7,2,8,8,A few times a week,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:38,10/25/2019 9:40,IP Address,152.3.43.43,100,93,TRUE,10/25/2019 9:40,R_2tyy5QghESssV6G,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.,My parents or relatives pressured me.",,"Academic or Researcher,K-12 teacher,Wall Street-type occupation,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",It made my decision easier.,,,32,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,I'm not sure,Neutral,Yes,No,Average,Average,No change,I now feel it is less competitive,Asset pricing,5,7,5,7,6,8,A few times a week,3,4,3,,,Both of my parents received a college or university degree.,FALSE,No,,,Yes,
10/25/2019 9:37,10/25/2019 9:40,IP Address,152.3.43.42,100,220,TRUE,10/25/2019 9:40,R_1GK976joKEwijzq,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Academic or Researcher,Policy Analyst,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Above-average competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,0,4,0,7,8,Daily,0,4,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:38,10/25/2019 9:41,IP Address,152.3.43.49,100,193,TRUE,10/25/2019 9:41,R_7WWZpmKBRYar2X7,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.,My parents or relatives pressured me.",,"Policy Analyst,Consultant",It had no effect on my decision.,,,65,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I'm not sure,I'm not sure,Yes,I'm not sure,I'm not sure,Yes,Yes,Yes,Average,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,7,6,6,4,4,A few times a week,2,0,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,"Asian (including Indian subcontinent and Philippines),White (including Middle Eastern)",Female,Yes,
10/25/2019 9:36,10/25/2019 9:41,IP Address,198.86.29.21,100,293,TRUE,10/25/2019 9:41,R_2CN6o13KL9sQ7mA,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",It made my decision easier.,,,75,I expect a single major in economics,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Neutral,Neutral,Yes,Yes,Neutral,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",5,2,2,3,7,7,Daily,3,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,,Male,Yes,
10/25/2019 9:38,10/25/2019 9:41,IP Address,152.3.43.57,100,221,TRUE,10/25/2019 9:41,R_2TEFhiKV6mhXqZ0,,,,Other—please describe.,first-year graduate student,May of,2021,,,Transfer or study abroad credit,,Other—please describe.,fulfill prerequisite,"Academic or Researcher,Consultant",It had no effect on my decision.,,,80,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Average,Average,No change,No change,Asset pricing,6,8,3,3,5,6,Daily,3,3,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/25/2019 9:38,10/25/2019 9:43,IP Address,152.3.43.46,100,270,TRUE,10/25/2019 9:43,R_1HcWNjHMNg6xZBb,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,It will help me achieve my career goals.,,Lawyer,It made my decision easier.,,,20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel it is less competitive,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",5,0,10,6,10,5,A few times a month,1,2,1,"No, it is irrelevant.",,Only my father received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
